"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	Count
	"Hodgkin - Extranodal"	"33012"	"Louisiana"	"22"	67
	"Hodgkin - Extranodal"	"33012"	"Maine"	"23"	22
	"Hodgkin - Extranodal"	"33012"	"Maryland"	"24"	84
	"Hodgkin - Extranodal"	"33012"	"Massachusetts"	"25"	108
	"Hodgkin - Extranodal"	"33012"	"Michigan"	"26"	173
	"Hodgkin - Extranodal"	"33012"	"Minnesota"	"27"	71
	"Hodgkin - Extranodal"	"33012"	"Mississippi"	"28"	39
	"Hodgkin - Extranodal"	"33012"	"Missouri"	"29"	86
	"Hodgkin - Extranodal"	"33012"	"Nebraska"	"31"	42
	"Hodgkin - Extranodal"	"33012"	"Nevada"	"32"	47
	"Hodgkin - Extranodal"	"33012"	"New Hampshire"	"33"	22
	"Hodgkin - Extranodal"	"33012"	"New Jersey"	"34"	144
	"Hodgkin - Extranodal"	"33012"	"New Mexico"	"35"	41
	"Hodgkin - Extranodal"	"33012"	"New York"	"36"	411
	"Hodgkin - Extranodal"	"33012"	"North Carolina"	"37"	83
	"Hodgkin - Extranodal"	"33012"	"Ohio"	"39"	240
	"Hodgkin - Extranodal"	"33012"	"Oklahoma"	"40"	56
	"Hodgkin - Extranodal"	"33012"	"Oregon"	"41"	46
	"Hodgkin - Extranodal"	"33012"	"Pennsylvania"	"42"	238
	"Hodgkin - Extranodal"	"33012"	"Rhode Island"	"44"	21
	"Hodgkin - Extranodal"	"33012"	"South Carolina"	"45"	90
	"Hodgkin - Extranodal"	"33012"	"Tennessee"	"47"	56
	"Hodgkin - Extranodal"	"33012"	"Texas"	"48"	389
	"Hodgkin - Extranodal"	"33012"	"Utah"	"49"	43
	"Hodgkin - Extranodal"	"33012"	"Virginia"	"51"	129
	"Hodgkin - Extranodal"	"33012"	"Washington"	"53"	62
	"Hodgkin - Extranodal"	"33012"	"West Virginia"	"54"	19
	"Hodgkin - Extranodal"	"33012"	"Wisconsin"	"55"	136
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	18833
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	2426
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	24566
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	13072
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	151413
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	19506
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	19256
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Delaware"	"10"	4484
	"Non-Hodgkin Lymphoma"	"33041-33042"	"District of Columbia"	"11"	2257
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Florida"	"12"	114968
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Georgia"	"13"	35969
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Hawaii"	"15"	5582
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Idaho"	"16"	6831
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Illinois"	"17"	58360
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Indiana"	"18"	28194
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Iowa"	"19"	16843
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	13365
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kentucky"	"21"	21023
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Louisiana"	"22"	20292
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Maine"	"23"	7653
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Maryland"	"24"	23895
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Massachusetts"	"25"	32548
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Michigan"	"26"	49848
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Minnesota"	"27"	27604
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Mississippi"	"28"	9896
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Missouri"	"29"	27941
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Montana"	"30"	4942
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Nebraska"	"31"	8993
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Nevada"	"32"	9369
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Hampshire"	"33"	7007
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Jersey"	"34"	46637
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Mexico"	"35"	7538
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New York"	"36"	101033
	"Non-Hodgkin Lymphoma"	"33041-33042"	"North Carolina"	"37"	40389
	"Non-Hodgkin Lymphoma"	"33041-33042"	"North Dakota"	"38"	3340
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Ohio"	"39"	56256
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Oklahoma"	"40"	16538
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Oregon"	"41"	18601
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Pennsylvania"	"42"	71187
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Rhode Island"	"44"	5613
	"Non-Hodgkin Lymphoma"	"33041-33042"	"South Carolina"	"45"	19061
	"Non-Hodgkin Lymphoma"	"33041-33042"	"South Dakota"	"46"	3702
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Tennessee"	"47"	27411
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Texas"	"48"	93789
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Utah"	"49"	9244
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Vermont"	"50"	3350
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Virginia"	"51"	31318
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Washington"	"53"	32339
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	10014
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	29202
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	2211
	"NHL - Nodal"	"33041"	"Alabama"	"01"	12677
	"NHL - Nodal"	"33041"	"Alaska"	"02"	1709
	"NHL - Nodal"	"33041"	"Arizona"	"04"	17110
	"NHL - Nodal"	"33041"	"Arkansas"	"05"	8956
	"NHL - Nodal"	"33041"	"California"	"06"	101067
	"NHL - Nodal"	"33041"	"Colorado"	"08"	13277
	"NHL - Nodal"	"33041"	"Connecticut"	"09"	12347
	"NHL - Nodal"	"33041"	"Delaware"	"10"	3052
	"NHL - Nodal"	"33041"	"District of Columbia"	"11"	1366
	"NHL - Nodal"	"33041"	"Florida"	"12"	80304
	"NHL - Nodal"	"33041"	"Georgia"	"13"	23726
	"NHL - Nodal"	"33041"	"Hawaii"	"15"	3188
	"NHL - Nodal"	"33041"	"Idaho"	"16"	4803
	"NHL - Nodal"	"33041"	"Illinois"	"17"	40190
	"NHL - Nodal"	"33041"	"Indiana"	"18"	20480
	"NHL - Nodal"	"33041"	"Iowa"	"19"	11638
	"NHL - Nodal"	"33041"	"Kansas"	"20"	8911
	"NHL - Nodal"	"33041"	"Kentucky"	"21"	14370
	"NHL - Nodal"	"33041"	"Louisiana"	"22"	13695
	"NHL - Nodal"	"33041"	"Maine"	"23"	5227
	"NHL - Nodal"	"33041"	"Maryland"	"24"	15792
	"NHL - Nodal"	"33041"	"Massachusetts"	"25"	21396
	"NHL - Nodal"	"33041"	"Michigan"	"26"	32403
	"NHL - Nodal"	"33041"	"Minnesota"	"27"	19189
	"NHL - Nodal"	"33041"	"Mississippi"	"28"	6655
	"NHL - Nodal"	"33041"	"Missouri"	"29"	19599
	"NHL - Nodal"	"33041"	"Montana"	"30"	3318
	"NHL - Nodal"	"33041"	"Nebraska"	"31"	5823
	"NHL - Nodal"	"33041"	"Nevada"	"32"	6705
	"NHL - Nodal"	"33041"	"New Hampshire"	"33"	4583
	"NHL - Nodal"	"33041"	"New Jersey"	"34"	31099
	"NHL - Nodal"	"33041"	"New Mexico"	"35"	4943
	"NHL - Nodal"	"33041"	"New York"	"36"	66608
	"NHL - Nodal"	"33041"	"North Carolina"	"37"	28813
	"NHL - Nodal"	"33041"	"North Dakota"	"38"	2267
	"NHL - Nodal"	"33041"	"Ohio"	"39"	40243
	"NHL - Nodal"	"33041"	"Oklahoma"	"40"	11752
	"NHL - Nodal"	"33041"	"Oregon"	"41"	12799
	"NHL - Nodal"	"33041"	"Pennsylvania"	"42"	48195
	"NHL - Nodal"	"33041"	"Rhode Island"	"44"	3837
	"NHL - Nodal"	"33041"	"South Carolina"	"45"	13273
	"NHL - Nodal"	"33041"	"South Dakota"	"46"	2585
	"NHL - Nodal"	"33041"	"Tennessee"	"47"	19290
	"NHL - Nodal"	"33041"	"Texas"	"48"	65915
	"NHL - Nodal"	"33041"	"Utah"	"49"	5977
	"NHL - Nodal"	"33041"	"Vermont"	"50"	2326
	"NHL - Nodal"	"33041"	"Virginia"	"51"	22240
	"NHL - Nodal"	"33041"	"Washington"	"53"	22737
	"NHL - Nodal"	"33041"	"West Virginia"	"54"	7226
	"NHL - Nodal"	"33041"	"Wisconsin"	"55"	20222
	"NHL - Nodal"	"33041"	"Wyoming"	"56"	1459
	"NHL - Extranodal"	"33042"	"Alabama"	"01"	6156
	"NHL - Extranodal"	"33042"	"Alaska"	"02"	717
	"NHL - Extranodal"	"33042"	"Arizona"	"04"	7456
	"NHL - Extranodal"	"33042"	"Arkansas"	"05"	4116
	"NHL - Extranodal"	"33042"	"California"	"06"	50346
	"NHL - Extranodal"	"33042"	"Colorado"	"08"	6229
	"NHL - Extranodal"	"33042"	"Connecticut"	"09"	6909
	"NHL - Extranodal"	"33042"	"Delaware"	"10"	1432
	"NHL - Extranodal"	"33042"	"District of Columbia"	"11"	891
	"NHL - Extranodal"	"33042"	"Florida"	"12"	34664
	"NHL - Extranodal"	"33042"	"Georgia"	"13"	12243
	"NHL - Extranodal"	"33042"	"Hawaii"	"15"	2394
	"NHL - Extranodal"	"33042"	"Idaho"	"16"	2028
	"NHL - Extranodal"	"33042"	"Illinois"	"17"	18170
	"NHL - Extranodal"	"33042"	"Indiana"	"18"	7714
	"NHL - Extranodal"	"33042"	"Iowa"	"19"	5205
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	4454
	"NHL - Extranodal"	"33042"	"Kentucky"	"21"	6653
	"NHL - Extranodal"	"33042"	"Louisiana"	"22"	6597
	"NHL - Extranodal"	"33042"	"Maine"	"23"	2426
	"NHL - Extranodal"	"33042"	"Maryland"	"24"	8103
	"NHL - Extranodal"	"33042"	"Massachusetts"	"25"	11152
	"NHL - Extranodal"	"33042"	"Michigan"	"26"	17445
	"NHL - Extranodal"	"33042"	"Minnesota"	"27"	8415
	"NHL - Extranodal"	"33042"	"Mississippi"	"28"	3241
	"NHL - Extranodal"	"33042"	"Missouri"	"29"	8342
	"NHL - Extranodal"	"33042"	"Montana"	"30"	1624
	"NHL - Extranodal"	"33042"	"Nebraska"	"31"	3170
	"NHL - Extranodal"	"33042"	"Nevada"	"32"	2664
	"NHL - Extranodal"	"33042"	"New Hampshire"	"33"	2424
	"NHL - Extranodal"	"33042"	"New Jersey"	"34"	15538
	"NHL - Extranodal"	"33042"	"New Mexico"	"35"	2595
	"NHL - Extranodal"	"33042"	"New York"	"36"	34425
	"NHL - Extranodal"	"33042"	"North Carolina"	"37"	11576
	"NHL - Extranodal"	"33042"	"North Dakota"	"38"	1073
	"NHL - Extranodal"	"33042"	"Ohio"	"39"	16013
	"NHL - Extranodal"	"33042"	"Oklahoma"	"40"	4786
	"NHL - Extranodal"	"33042"	"Oregon"	"41"	5802
	"NHL - Extranodal"	"33042"	"Pennsylvania"	"42"	22992
	"NHL - Extranodal"	"33042"	"Rhode Island"	"44"	1776
	"NHL - Extranodal"	"33042"	"South Carolina"	"45"	5788
	"NHL - Extranodal"	"33042"	"South Dakota"	"46"	1117
	"NHL - Extranodal"	"33042"	"Tennessee"	"47"	8121
	"NHL - Extranodal"	"33042"	"Texas"	"48"	27874
	"NHL - Extranodal"	"33042"	"Utah"	"49"	3267
	"NHL - Extranodal"	"33042"	"Vermont"	"50"	1024
	"NHL - Extranodal"	"33042"	"Virginia"	"51"	9078
	"NHL - Extranodal"	"33042"	"Washington"	"53"	9602
	"NHL - Extranodal"	"33042"	"West Virginia"	"54"	2788
	"NHL - Extranodal"	"33042"	"Wisconsin"	"55"	8980
	"NHL - Extranodal"	"33042"	"Wyoming"	"56"	752
	"Myeloma"	"34000"	"Alabama"	"01"	7730
	"Myeloma"	"34000"	"Alaska"	"02"	681
	"Myeloma"	"34000"	"Arizona"	"04"	7915
	"Myeloma"	"34000"	"Arkansas"	"05"	4645
	"Myeloma"	"34000"	"California"	"06"	47512
	"Myeloma"	"34000"	"Colorado"	"08"	6443
	"Myeloma"	"34000"	"Connecticut"	"09"	6181
	"Myeloma"	"34000"	"Delaware"	"10"	1577
	"Myeloma"	"34000"	"District of Columbia"	"11"	1225
	"Myeloma"	"34000"	"Florida"	"12"	39815
	"Myeloma"	"34000"	"Georgia"	"13"	15630
	"Myeloma"	"34000"	"Hawaii"	"15"	1723
	"Myeloma"	"34000"	"Idaho"	"16"	2220
	"Myeloma"	"34000"	"Illinois"	"17"	19794
	"Myeloma"	"34000"	"Indiana"	"18"	9425
	"Myeloma"	"34000"	"Iowa"	"19"	5254
	"Myeloma"	"34000"	"Kansas"	"20"	4238
	"Myeloma"	"34000"	"Kentucky"	"21"	6920
	"Myeloma"	"34000"	"Louisiana"	"22"	7883
	"Myeloma"	"34000"	"Maine"	"23"	2258
	"Myeloma"	"34000"	"Maryland"	"24"	9554
	"Myeloma"	"34000"	"Massachusetts"	"25"	10344
	"Myeloma"	"34000"	"Michigan"	"26"	16153
	"Myeloma"	"34000"	"Minnesota"	"27"	7936
	"Myeloma"	"34000"	"Mississippi"	"28"	4619
	"Myeloma"	"34000"	"Missouri"	"29"	9356
	"Myeloma"	"34000"	"Montana"	"30"	1701
	"Myeloma"	"34000"	"Nebraska"	"31"	2767
	"Myeloma"	"34000"	"Nevada"	"32"	2782
	"Myeloma"	"34000"	"New Hampshire"	"33"	2088
	"Myeloma"	"34000"	"New Jersey"	"34"	15761
	"Myeloma"	"34000"	"New Mexico"	"35"	2671
	"Myeloma"	"34000"	"New York"	"36"	36763
	"Myeloma"	"34000"	"North Carolina"	"37"	16742
	"Myeloma"	"34000"	"North Dakota"	"38"	1043
	"Myeloma"	"34000"	"Ohio"	"39"	17739
	"Myeloma"	"34000"	"Oklahoma"	"40"	5437
	"Myeloma"	"34000"	"Oregon"	"41"	5333
	"Myeloma"	"34000"	"Pennsylvania"	"42"	22342
	"Myeloma"	"34000"	"Rhode Island"	"44"	1624
	"Myeloma"	"34000"	"South Carolina"	"45"	8537
	"Myeloma"	"34000"	"South Dakota"	"46"	1286
	"Myeloma"	"34000"	"Tennessee"	"47"	9532
	"Myeloma"	"34000"	"Texas"	"48"	35611
	"Myeloma"	"34000"	"Utah"	"49"	2907
	"Myeloma"	"34000"	"Vermont"	"50"	940
	"Myeloma"	"34000"	"Virginia"	"51"	11277
	"Myeloma"	"34000"	"Washington"	"53"	9702
	"Myeloma"	"34000"	"West Virginia"	"54"	3080
	"Myeloma"	"34000"	"Wisconsin"	"55"	9561
	"Myeloma"	"34000"	"Wyoming"	"56"	684
	"Leukemias"	"35011-35043"	"Alabama"	"01"	13494
	"Leukemias"	"35011-35043"	"Alaska"	"02"	1635
	"Leukemias"	"35011-35043"	"Arizona"	"04"	17052
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	9027
	"Leukemias"	"35011-35043"	"California"	"06"	102708
	"Leukemias"	"35011-35043"	"Colorado"	"08"	14548
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	12863
	"Leukemias"	"35011-35043"	"Delaware"	"10"	2911
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	1282
	"Leukemias"	"35011-35043"	"Florida"	"12"	87600
	"Leukemias"	"35011-35043"	"Georgia"	"13"	27161
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	3679
	"Leukemias"	"35011-35043"	"Idaho"	"16"	5627
	"Leukemias"	"35011-35043"	"Illinois"	"17"	41121
	"Leukemias"	"35011-35043"	"Indiana"	"18"	19957
	"Leukemias"	"35011-35043"	"Iowa"	"19"	12897
	"Leukemias"	"35011-35043"	"Kansas"	"20"	9925
	"Leukemias"	"35011-35043"	"Kentucky"	"21"	15488
	"Leukemias"	"35011-35043"	"Louisiana"	"22"	14107
	"Leukemias"	"35011-35043"	"Maine"	"23"	5594
	"Leukemias"	"35011-35043"	"Maryland"	"24"	15780
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	20934
	"Leukemias"	"35011-35043"	"Michigan"	"26"	33754
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	20356
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	7080
	"Leukemias"	"35011-35043"	"Missouri"	"29"	20058
	"Leukemias"	"35011-35043"	"Montana"	"30"	3955
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	6493
	"Leukemias"	"35011-35043"	"Nevada"	"32"	7296
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	4757
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	32263
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	6276
	"Leukemias"	"35011-35043"	"New York"	"36"	72821
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	30572
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	2672
	"Leukemias"	"35011-35043"	"Ohio"	"39"	35379
	"Leukemias"	"35011-35043"	"Oklahoma"	"40"	12523
	"Leukemias"	"35011-35043"	"Oregon"	"41"	11972
	"Leukemias"	"35011-35043"	"Pennsylvania"	"42"	48460
	"Leukemias"	"35011-35043"	"Rhode Island"	"44"	3880
	"Leukemias"	"35011-35043"	"South Carolina"	"45"	14219
	"Leukemias"	"35011-35043"	"South Dakota"	"46"	2886
	"Leukemias"	"35011-35043"	"Tennessee"	"47"	18872
	"Leukemias"	"35011-35043"	"Texas"	"48"	73403
	"Leukemias"	"35011-35043"	"Utah"	"49"	7146
	"Leukemias"	"35011-35043"	"Vermont"	"50"	2174
	"Leukemias"	"35011-35043"	"Virginia"	"51"	19531
	"Leukemias"	"35011-35043"	"Washington"	"53"	22840
	"Leukemias"	"35011-35043"	"West Virginia"	"54"	7311
	"Leukemias"	"35011-35043"	"Wisconsin"	"55"	23137
	"Leukemias"	"35011-35043"	"Wyoming"	"56"	1622
	"Acute Lymphocytic Leukemia"	"35011"	"Alabama"	"01"	1265
	"Acute Lymphocytic Leukemia"	"35011"	"Alaska"	"02"	215
	"Acute Lymphocytic Leukemia"	"35011"	"Arizona"	"04"	2423
	"Acute Lymphocytic Leukemia"	"35011"	"Arkansas"	"05"	825
	"Acute Lymphocytic Leukemia"	"35011"	"California"	"06"	15471
	"Acute Lymphocytic Leukemia"	"35011"	"Colorado"	"08"	1635
	"Acute Lymphocytic Leukemia"	"35011"	"Connecticut"	"09"	1173
	"Acute Lymphocytic Leukemia"	"35011"	"Delaware"	"10"	297
	"Acute Lymphocytic Leukemia"	"35011"	"District of Columbia"	"11"	160
	"Acute Lymphocytic Leukemia"	"35011"	"Florida"	"12"	7284
	"Acute Lymphocytic Leukemia"	"35011"	"Georgia"	"13"	2918
	"Acute Lymphocytic Leukemia"	"35011"	"Hawaii"	"15"	454
	"Acute Lymphocytic Leukemia"	"35011"	"Idaho"	"16"	562
	"Acute Lymphocytic Leukemia"	"35011"	"Illinois"	"17"	4437
	"Acute Lymphocytic Leukemia"	"35011"	"Indiana"	"18"	1977
	"Acute Lymphocytic Leukemia"	"35011"	"Iowa"	"19"	1007
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	925
	"Acute Lymphocytic Leukemia"	"35011"	"Kentucky"	"21"	1354
	"Acute Lymphocytic Leukemia"	"35011"	"Louisiana"	"22"	1309
	"Acute Lymphocytic Leukemia"	"35011"	"Maine"	"23"	432
	"Acute Lymphocytic Leukemia"	"35011"	"Maryland"	"24"	1673
	"Acute Lymphocytic Leukemia"	"35011"	"Massachusetts"	"25"	2078
	"Acute Lymphocytic Leukemia"	"35011"	"Michigan"	"26"	3184
	"Acute Lymphocytic Leukemia"	"35011"	"Minnesota"	"27"	1783
	"Acute Lymphocytic Leukemia"	"35011"	"Mississippi"	"28"	685
	"Acute Lymphocytic Leukemia"	"35011"	"Missouri"	"29"	1794
	"Acute Lymphocytic Leukemia"	"35011"	"Montana"	"30"	274
	"Acute Lymphocytic Leukemia"	"35011"	"Nebraska"	"31"	604
	"Acute Lymphocytic Leukemia"	"35011"	"Nevada"	"32"	897
	"Acute Lymphocytic Leukemia"	"35011"	"New Hampshire"	"33"	408
	"Acute Lymphocytic Leukemia"	"35011"	"New Jersey"	"34"	3183
	"Acute Lymphocytic Leukemia"	"35011"	"New Mexico"	"35"	801
	"Acute Lymphocytic Leukemia"	"35011"	"New York"	"36"	6434
	"Acute Lymphocytic Leukemia"	"35011"	"North Carolina"	"37"	2906
	"Acute Lymphocytic Leukemia"	"35011"	"North Dakota"	"38"	219
	"Acute Lymphocytic Leukemia"	"35011"	"Ohio"	"39"	3553
	"Acute Lymphocytic Leukemia"	"35011"	"Oklahoma"	"40"	1247
	"Acute Lymphocytic Leukemia"	"35011"	"Oregon"	"41"	1312
	"Acute Lymphocytic Leukemia"	"35011"	"Pennsylvania"	"42"	4357
	"Acute Lymphocytic Leukemia"	"35011"	"Rhode Island"	"44"	343
	"Acute Lymphocytic Leukemia"	"35011"	"South Carolina"	"45"	1328
	"Acute Lymphocytic Leukemia"	"35011"	"South Dakota"	"46"	231
	"Acute Lymphocytic Leukemia"	"35011"	"Tennessee"	"47"	1917
	"Acute Lymphocytic Leukemia"	"35011"	"Texas"	"48"	10203
	"Acute Lymphocytic Leukemia"	"35011"	"Utah"	"49"	950
	"Acute Lymphocytic Leukemia"	"35011"	"Vermont"	"50"	220
	"Acute Lymphocytic Leukemia"	"35011"	"Virginia"	"51"	2317
	"Acute Lymphocytic Leukemia"	"35011"	"Washington"	"53"	2311
	"Acute Lymphocytic Leukemia"	"35011"	"West Virginia"	"54"	524
	"Acute Lymphocytic Leukemia"	"35011"	"Wisconsin"	"55"	1909
	"Acute Lymphocytic Leukemia"	"35011"	"Wyoming"	"56"	161
	"Chronic Lymphocytic Leukemia"	"35012"	"Alabama"	"01"	4578
	"Chronic Lymphocytic Leukemia"	"35012"	"Alaska"	"02"	525
	"Chronic Lymphocytic Leukemia"	"35012"	"Arizona"	"04"	4864
	"Chronic Lymphocytic Leukemia"	"35012"	"Arkansas"	"05"	3301
	"Chronic Lymphocytic Leukemia"	"35012"	"California"	"06"	32523
	"Chronic Lymphocytic Leukemia"	"35012"	"Colorado"	"08"	5128
	"Chronic Lymphocytic Leukemia"	"35012"	"Connecticut"	"09"	5067
	"Chronic Lymphocytic Leukemia"	"35012"	"Delaware"	"10"	980
	"Chronic Lymphocytic Leukemia"	"35012"	"District of Columbia"	"11"	423
	"Chronic Lymphocytic Leukemia"	"35012"	"Florida"	"12"	33874
	"Chronic Lymphocytic Leukemia"	"35012"	"Georgia"	"13"	9474
	"Chronic Lymphocytic Leukemia"	"35012"	"Hawaii"	"15"	933
	"Chronic Lymphocytic Leukemia"	"35012"	"Idaho"	"16"	2243
	"Chronic Lymphocytic Leukemia"	"35012"	"Illinois"	"17"	13672
	"Chronic Lymphocytic Leukemia"	"35012"	"Indiana"	"18"	7155
	"Chronic Lymphocytic Leukemia"	"35012"	"Iowa"	"19"	5480
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	3786
	"Chronic Lymphocytic Leukemia"	"35012"	"Kentucky"	"21"	5998
	"Chronic Lymphocytic Leukemia"	"35012"	"Louisiana"	"22"	4955
	"Chronic Lymphocytic Leukemia"	"35012"	"Maine"	"23"	2424
	"Chronic Lymphocytic Leukemia"	"35012"	"Maryland"	"24"	4922
	"Chronic Lymphocytic Leukemia"	"35012"	"Massachusetts"	"25"	7327
	"Chronic Lymphocytic Leukemia"	"35012"	"Michigan"	"26"	11958
	"Chronic Lymphocytic Leukemia"	"35012"	"Minnesota"	"27"	8531
	"Chronic Lymphocytic Leukemia"	"35012"	"Mississippi"	"28"	2292
	"Chronic Lymphocytic Leukemia"	"35012"	"Missouri"	"29"	6804
	"Chronic Lymphocytic Leukemia"	"35012"	"Montana"	"30"	1753
	"Chronic Lymphocytic Leukemia"	"35012"	"Nebraska"	"31"	2528
	"Chronic Lymphocytic Leukemia"	"35012"	"Nevada"	"32"	2450
	"Chronic Lymphocytic Leukemia"	"35012"	"New Hampshire"	"33"	2007
	"Chronic Lymphocytic Leukemia"	"35012"	"New Jersey"	"34"	12607
	"Chronic Lymphocytic Leukemia"	"35012"	"New Mexico"	"35"	2320
	"Chronic Lymphocytic Leukemia"	"35012"	"New York"	"36"	29499
	"Chronic Lymphocytic Leukemia"	"35012"	"North Carolina"	"37"	11679
	"Chronic Lymphocytic Leukemia"	"35012"	"North Dakota"	"38"	1195
	"Chronic Lymphocytic Leukemia"	"35012"	"Ohio"	"39"	11032
	"Chronic Lymphocytic Leukemia"	"35012"	"Oklahoma"	"40"	4222
	"Chronic Lymphocytic Leukemia"	"35012"	"Oregon"	"41"	4280
	"Chronic Lymphocytic Leukemia"	"35012"	"Pennsylvania"	"42"	17871
	"Chronic Lymphocytic Leukemia"	"35012"	"Rhode Island"	"44"	1388
	"Chronic Lymphocytic Leukemia"	"35012"	"South Carolina"	"45"	4982
	"Chronic Lymphocytic Leukemia"	"35012"	"South Dakota"	"46"	1178
	"Chronic Lymphocytic Leukemia"	"35012"	"Tennessee"	"47"	6508
	"Chronic Lymphocytic Leukemia"	"35012"	"Texas"	"48"	24688
	"Chronic Lymphocytic Leukemia"	"35012"	"Utah"	"49"	2566
	"Chronic Lymphocytic Leukemia"	"35012"	"Vermont"	"50"	835
	"Chronic Lymphocytic Leukemia"	"35012"	"Virginia"	"51"	5900
	"Chronic Lymphocytic Leukemia"	"35012"	"Washington"	"53"	9192
	"Chronic Lymphocytic Leukemia"	"35012"	"West Virginia"	"54"	2819
	"Chronic Lymphocytic Leukemia"	"35012"	"Wisconsin"	"55"	9304
	"Chronic Lymphocytic Leukemia"	"35012"	"Wyoming"	"56"	617
	"Acute Myeloid Leukemia"	"35021"	"Alabama"	"01"	4010
	"Acute Myeloid Leukemia"	"35021"	"Alaska"	"02"	453
	"Acute Myeloid Leukemia"	"35021"	"Arizona"	"04"	5332
	"Acute Myeloid Leukemia"	"35021"	"Arkansas"	"05"	2615
	"Acute Myeloid Leukemia"	"35021"	"California"	"06"	30451
	"Acute Myeloid Leukemia"	"35021"	"Colorado"	"08"	3998
	"Acute Myeloid Leukemia"	"35021"	"Connecticut"	"09"	3536
	"Acute Myeloid Leukemia"	"35021"	"Delaware"	"10"	887
	"Acute Myeloid Leukemia"	"35021"	"District of Columbia"	"11"	351
	"Acute Myeloid Leukemia"	"35021"	"Florida"	"12"	23306
	"Acute Myeloid Leukemia"	"35021"	"Georgia"	"13"	7886
	"Acute Myeloid Leukemia"	"35021"	"Hawaii"	"15"	1343
	"Acute Myeloid Leukemia"	"35021"	"Idaho"	"16"	1424
	"Acute Myeloid Leukemia"	"35021"	"Illinois"	"17"	12830
	"Acute Myeloid Leukemia"	"35021"	"Indiana"	"18"	6177
	"Acute Myeloid Leukemia"	"35021"	"Iowa"	"19"	3532
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	2797
