Notes,States,States Code,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,Sex,Sex Code,Count
,Ohio,39,2003,2003,Breast,26000,Male,M,52
,Ohio,39,2003,2003,Cervix Uteri,27010,Female,F,512
,Ohio,39,2003,2003,Colon and Rectum,21041-21052,Female,F,3251
,Ohio,39,2003,2003,Colon and Rectum,21041-21052,Male,M,3352
,Ohio,39,2003,2003,Corpus Uteri,27020,Female,F,1621
,Ohio,39,2003,2003,Esophagus,21010,Female,F,143
,Ohio,39,2003,2003,Esophagus,21010,Male,M,498
,Ohio,39,2003,2003,Gallbladder,21080,Female,F,80
,Ohio,39,2003,2003,Gallbladder,21080,Male,M,38
,Ohio,39,2003,2003,Kidney and Renal Pelvis,29020,Female,F,678
,Ohio,39,2003,2003,Kidney and Renal Pelvis,29020,Male,M,977
,Ohio,39,2003,2003,Larynx,22020,Female,F,131
,Ohio,39,2003,2003,Larynx,22020,Male,M,415
,Ohio,39,2003,2003,Leukemias,35011-35043,Female,F,646
,Ohio,39,2003,2003,Leukemias,35011-35043,Male,M,833
,Ohio,39,2003,2003,Liver,21071,Female,F,146
,Ohio,39,2003,2003,Liver,21071,Male,M,320
,Ohio,39,2003,2003,Lung and Bronchus,22030,Female,F,4052
,Ohio,39,2003,2003,Lung and Bronchus,22030,Male,M,5128
,Ohio,39,2003,2003,Melanoma of the Skin,25010,Female,F,852
,Ohio,39,2003,2003,Melanoma of the Skin,25010,Male,M,1090
,Ohio,39,2003,2003,Myeloma,34000,Female,F,325
,Ohio,39,2003,2003,Myeloma,34000,Male,M,317
,Ohio,39,2003,2003,Non-Hodgkin Lymphoma,33041-33042,Female,F,1128
,Ohio,39,2003,2003,Non-Hodgkin Lymphoma,33041-33042,Male,M,1241
,Ohio,39,2003,2003,Oral Cavity and Pharynx,20010-20100,Female,F,379
,Ohio,39,2003,2003,Oral Cavity and Pharynx,20010-20100,Male,M,806
,Ohio,39,2003,2003,Ovary,27040,Female,F,915
,Ohio,39,2003,2003,Pancreas,21100,Female,F,701
,Ohio,39,2003,2003,Pancreas,21100,Male,M,629
,Ohio,39,2003,2003,Prostate,28010,Male,M,7774
,Ohio,39,2003,2003,Stomach,21020,Female,F,320
,Ohio,39,2003,2003,Stomach,21020,Male,M,447
,Ohio,39,2003,2003,Thyroid,32010,Female,F,708
,Ohio,39,2003,2003,Thyroid,32010,Male,M,227
,Ohio,39,2003,2003,Urinary Bladder invasive and in situ,29010,Female,F,649
,Ohio,39,2003,2003,Urinary Bladder invasive and in situ,29010,Male,M,2026
,Ohio,39,2004,2004,Brain and Other Nervous System,31010-31040,Female,F,386
,Ohio,39,2004,2004,Brain and Other Nervous System,31010-31040,Male,M,438
,Ohio,39,2004,2004,Breast,26000,Female,F,8223
,Ohio,39,2004,2004,Breast,26000,Male,M,64
,Ohio,39,2004,2004,Cervix Uteri,27010,Female,F,476
,Ohio,39,2004,2004,Colon and Rectum,21041-21052,Female,F,3242
,Ohio,39,2004,2004,Colon and Rectum,21041-21052,Male,M,3362
,Ohio,39,2004,2004,Corpus Uteri,27020,Female,F,1756
,Ohio,39,2004,2004,Esophagus,21010,Female,F,165
,Ohio,39,2004,2004,Esophagus,21010,Male,M,566
,Ohio,39,2004,2004,Gallbladder,21080,Female,F,105
,Ohio,39,2004,2004,Gallbladder,21080,Male,M,49
,Ohio,39,2004,2004,Kidney and Renal Pelvis,29020,Female,F,818
,Ohio,39,2004,2004,Kidney and Renal Pelvis,29020,Male,M,1109
,Ohio,39,2004,2004,Larynx,22020,Female,F,149
,Ohio,39,2004,2004,Larynx,22020,Male,M,447
,Ohio,39,2004,2004,Leukemias,35011-35043,Female,F,663
,Ohio,39,2004,2004,Leukemias,35011-35043,Male,M,852
,Ohio,39,2004,2004,Liver,21071,Female,F,145
,Ohio,39,2004,2004,Liver,21071,Male,M,333
,Ohio,39,2004,2004,Lung and Bronchus,22030,Female,F,4198
,Ohio,39,2004,2004,Lung and Bronchus,22030,Male,M,5259
,Ohio,39,2004,2004,Melanoma of the Skin,25010,Female,F,1012
,Ohio,39,2004,2004,Melanoma of the Skin,25010,Male,M,1109
,Ohio,39,2004,2004,Myeloma,34000,Female,F,328
,Ohio,39,2004,2004,Myeloma,34000,Male,M,384
,Ohio,39,2004,2004,Non-Hodgkin Lymphoma,33041-33042,Female,F,1208
,Ohio,39,2004,2004,Non-Hodgkin Lymphoma,33041-33042,Male,M,1288
,Ohio,39,2004,2004,Oral Cavity and Pharynx,20010-20100,Female,F,360
,Ohio,39,2004,2004,Oral Cavity and Pharynx,20010-20100,Male,M,880
,Ohio,39,2004,2004,Ovary,27040,Female,F,820
,Ohio,39,2004,2004,Pancreas,21100,Female,F,683
,Ohio,39,2004,2004,Pancreas,21100,Male,M,690
,Ohio,39,2004,2004,Prostate,28010,Male,M,7832
,Ohio,39,2004,2004,Stomach,21020,Female,F,276
,Ohio,39,2004,2004,Stomach,21020,Male,M,487
,Ohio,39,2004,2004,Thyroid,32010,Female,F,760
,Ohio,39,2004,2004,Thyroid,32010,Male,M,220
,Ohio,39,2004,2004,Urinary Bladder invasive and in situ,29010,Female,F,689
,Ohio,39,2004,2004,Urinary Bladder invasive and in situ,29010,Male,M,2015
,Ohio,39,2005,2005,Brain and Other Nervous System,31010-31040,Female,F,411
,Ohio,39,2005,2005,Brain and Other Nervous System,31010-31040,Male,M,498
,Ohio,39,2005,2005,Breast,26000,Female,F,8316
,Ohio,39,2005,2005,Breast,26000,Male,M,58
,Ohio,39,2005,2005,Cervix Uteri,27010,Female,F,500
,Ohio,39,2005,2005,Colon and Rectum,21041-21052,Female,F,3275
,Ohio,39,2005,2005,Colon and Rectum,21041-21052,Male,M,3164
,Ohio,39,2005,2005,Corpus Uteri,27020,Female,F,1864
,Ohio,39,2005,2005,Esophagus,21010,Female,F,148
,Ohio,39,2005,2005,Esophagus,21010,Male,M,556
,Ohio,39,2005,2005,Gallbladder,21080,Female,F,90
,Ohio,39,2005,2005,Gallbladder,21080,Male,M,27
,Ohio,39,2005,2005,Kidney and Renal Pelvis,29020,Female,F,823
,Ohio,39,2005,2005,Kidney and Renal Pelvis,29020,Male,M,1133
,Ohio,39,2005,2005,Larynx,22020,Female,F,119
,Ohio,39,2005,2005,Larynx,22020,Male,M,435
,Ohio,39,2005,2005,Leukemias,35011-35043,Female,F,699
,Ohio,39,2005,2005,Leukemias,35011-35043,Male,M,799
,Ohio,39,2005,2005,Liver,21071,Female,F,160
,Ohio,39,2005,2005,Liver,21071,Male,M,345
,Ohio,39,2005,2005,Lung and Bronchus,22030,Female,F,4289
,Ohio,39,2005,2005,Lung and Bronchus,22030,Male,M,5270
,Ohio,39,2005,2005,Melanoma of the Skin,25010,Female,F,1180
,Ohio,39,2005,2005,Melanoma of the Skin,25010,Male,M,1328
,Ohio,39,2005,2005,Myeloma,34000,Female,F,326
,Ohio,39,2005,2005,Myeloma,34000,Male,M,373
,Ohio,39,2005,2005,Non-Hodgkin Lymphoma,33041-33042,Female,F,1175
,Ohio,39,2005,2005,Non-Hodgkin Lymphoma,33041-33042,Male,M,1293
,Ohio,39,2005,2005,Oral Cavity and Pharynx,20010-20100,Female,F,410
,Ohio,39,2005,2005,Oral Cavity and Pharynx,20010-20100,Male,M,864
,Ohio,39,2005,2005,Ovary,27040,Female,F,887
,Ohio,39,2005,2005,Pancreas,21100,Female,F,711
,Ohio,39,2005,2005,Pancreas,21100,Male,M,703
,Ohio,39,2005,2005,Prostate,28010,Male,M,7925
,Ohio,39,2005,2005,Stomach,21020,Female,F,319
,Ohio,39,2005,2005,Stomach,21020,Male,M,445
,Ohio,39,2005,2005,Thyroid,32010,Female,F,901
,Ohio,39,2005,2005,Thyroid,32010,Male,M,260
,Ohio,39,2005,2005,Urinary Bladder invasive and in situ,29010,Female,F,754
,Ohio,39,2005,2005,Urinary Bladder invasive and in situ,29010,Male,M,2067
,Ohio,39,2006,2006,Brain and Other Nervous System,31010-31040,Female,F,415
,Ohio,39,2006,2006,Brain and Other Nervous System,31010-31040,Male,M,482
,Ohio,39,2006,2006,Breast,26000,Female,F,8202
,Ohio,39,2006,2006,Breast,26000,Male,M,59
,Ohio,39,2006,2006,Cervix Uteri,27010,Female,F,508
,Ohio,39,2006,2006,Colon and Rectum,21041-21052,Female,F,3266
,Ohio,39,2006,2006,Colon and Rectum,21041-21052,Male,M,3226
,Ohio,39,2006,2006,Corpus Uteri,27020,Female,F,1786
,Ohio,39,2006,2006,Esophagus,21010,Female,F,156
,Ohio,39,2006,2006,Esophagus,21010,Male,M,607
,Ohio,39,2006,2006,Gallbladder,21080,Female,F,88
,Ohio,39,2006,2006,Gallbladder,21080,Male,M,46
,Ohio,39,2006,2006,Kidney and Renal Pelvis,29020,Female,F,790
,Ohio,39,2006,2006,Kidney and Renal Pelvis,29020,Male,M,1142
,Ohio,39,2006,2006,Larynx,22020,Female,F,117
,Ohio,39,2006,2006,Larynx,22020,Male,M,427
,Ohio,39,2006,2006,Leukemias,35011-35043,Female,F,695
,Ohio,39,2006,2006,Leukemias,35011-35043,Male,M,823
,Ohio,39,2006,2006,Liver,21071,Female,F,155
,Ohio,39,2006,2006,Liver,21071,Male,M,437
,Ohio,39,2006,2006,Lung and Bronchus,22030,Female,F,4359
,Ohio,39,2006,2006,Lung and Bronchus,22030,Male,M,5296
,Ohio,39,2006,2006,Melanoma of the Skin,25010,Female,F,1106
,Ohio,39,2006,2006,Melanoma of the Skin,25010,Male,M,1245
,Ohio,39,2006,2006,Myeloma,34000,Female,F,314
,Ohio,39,2006,2006,Myeloma,34000,Male,M,414
,Ohio,39,2006,2006,Non-Hodgkin Lymphoma,33041-33042,Female,F,1172
,Ohio,39,2006,2006,Non-Hodgkin Lymphoma,33041-33042,Male,M,1352
,Ohio,39,2006,2006,Oral Cavity and Pharynx,20010-20100,Female,F,407
,Ohio,39,2006,2006,Oral Cavity and Pharynx,20010-20100,Male,M,860
,Ohio,39,2006,2006,Ovary,27040,Female,F,825
,Ohio,39,2006,2006,Pancreas,21100,Female,F,780
,Ohio,39,2006,2006,Pancreas,21100,Male,M,759
,Ohio,39,2006,2006,Prostate,28010,Male,M,8631
,Ohio,39,2006,2006,Stomach,21020,Female,F,311
,Ohio,39,2006,2006,Stomach,21020,Male,M,496
,Ohio,39,2006,2006,Thyroid,32010,Female,F,934
,Ohio,39,2006,2006,Thyroid,32010,Male,M,271
,Ohio,39,2006,2006,Urinary Bladder invasive and in situ,29010,Female,F,693
,Ohio,39,2006,2006,Urinary Bladder invasive and in situ,29010,Male,M,2028
,Ohio,39,2007,2007,Brain and Other Nervous System,31010-31040,Female,F,402
,Ohio,39,2007,2007,Brain and Other Nervous System,31010-31040,Male,M,433
,Ohio,39,2007,2007,Breast,26000,Female,F,8388
,Ohio,39,2007,2007,Breast,26000,Male,M,76
,Ohio,39,2007,2007,Cervix Uteri,27010,Female,F,473
,Ohio,39,2007,2007,Colon and Rectum,21041-21052,Female,F,3184
,Ohio,39,2007,2007,Colon and Rectum,21041-21052,Male,M,3123
,Ohio,39,2007,2007,Corpus Uteri,27020,Female,F,1963
,Ohio,39,2007,2007,Esophagus,21010,Female,F,146
,Ohio,39,2007,2007,Esophagus,21010,Male,M,552
,Ohio,39,2007,2007,Gallbladder,21080,Female,F,118
,Ohio,39,2007,2007,Gallbladder,21080,Male,M,46
,Ohio,39,2007,2007,Kidney and Renal Pelvis,29020,Female,F,827
,Ohio,39,2007,2007,Kidney and Renal Pelvis,29020,Male,M,1227
,Ohio,39,2007,2007,Larynx,22020,Female,F,124
,Ohio,39,2007,2007,Larynx,22020,Male,M,474
,Ohio,39,2007,2007,Leukemias,35011-35043,Female,F,642
,Ohio,39,2007,2007,Leukemias,35011-35043,Male,M,851
,Ohio,39,2007,2007,Liver,21071,Female,F,156
,Ohio,39,2007,2007,Liver,21071,Male,M,429
,Ohio,39,2007,2007,Lung and Bronchus,22030,Female,F,4302
,Ohio,39,2007,2007,Lung and Bronchus,22030,Male,M,5267
,Ohio,39,2007,2007,Melanoma of the Skin,25010,Female,F,1086
,Ohio,39,2007,2007,Melanoma of the Skin,25010,Male,M,1350
,Ohio,39,2007,2007,Myeloma,34000,Female,F,355
,Ohio,39,2007,2007,Myeloma,34000,Male,M,393
,Ohio,39,2007,2007,Non-Hodgkin Lymphoma,33041-33042,Female,F,1128
,Ohio,39,2007,2007,Non-Hodgkin Lymphoma,33041-33042,Male,M,1305
,Ohio,39,2007,2007,Oral Cavity and Pharynx,20010-20100,Female,F,424
,Ohio,39,2007,2007,Oral Cavity and Pharynx,20010-20100,Male,M,868
,Ohio,39,2007,2007,Ovary,27040,Female,F,904
,Ohio,39,2007,2007,Pancreas,21100,Female,F,774
,Ohio,39,2007,2007,Pancreas,21100,Male,M,809
,Ohio,39,2007,2007,Prostate,28010,Male,M,8941
,Ohio,39,2007,2007,Stomach,21020,Female,F,300
,Ohio,39,2007,2007,Stomach,21020,Male,M,469
,Ohio,39,2007,2007,Thyroid,32010,Female,F,956
,Ohio,39,2007,2007,Thyroid,32010,Male,M,304
,Ohio,39,2007,2007,Urinary Bladder invasive and in situ,29010,Female,F,682
,Ohio,39,2007,2007,Urinary Bladder invasive and in situ,29010,Male,M,2155
,Ohio,39,2008,2008,Brain and Other Nervous System,31010-31040,Female,F,464
,Ohio,39,2008,2008,Brain and Other Nervous System,31010-31040,Male,M,494
,Ohio,39,2008,2008,Breast,26000,Female,F,8612
,Ohio,39,2008,2008,Breast,26000,Male,M,70
,Ohio,39,2008,2008,Cervix Uteri,27010,Female,F,487
,Ohio,39,2008,2008,Colon and Rectum,21041-21052,Female,F,3143
,Ohio,39,2008,2008,Colon and Rectum,21041-21052,Male,M,3128
,Ohio,39,2008,2008,Corpus Uteri,27020,Female,F,1873
,Ohio,39,2008,2008,Esophagus,21010,Female,F,146
,Ohio,39,2008,2008,Esophagus,21010,Male,M,571
,Ohio,39,2008,2008,Gallbladder,21080,Female,F,97
,Ohio,39,2008,2008,Gallbladder,21080,Male,M,39
,Ohio,39,2008,2008,Kidney and Renal Pelvis,29020,Female,F,904
,Ohio,39,2008,2008,Kidney and Renal Pelvis,29020,Male,M,1318
,Ohio,39,2008,2008,Larynx,22020,Female,F,135
,Ohio,39,2008,2008,Larynx,22020,Male,M,438
,Ohio,39,2008,2008,Leukemias,35011-35043,Female,F,731
,Ohio,39,2008,2008,Leukemias,35011-35043,Male,M,956
,Ohio,39,2008,2008,Liver,21071,Female,F,154
,Ohio,39,2008,2008,Liver,21071,Male,M,505
,Ohio,39,2008,2008,Lung and Bronchus,22030,Female,F,4436
,Ohio,39,2008,2008,Lung and Bronchus,22030,Male,M,5320
,Ohio,39,2008,2008,Melanoma of the Skin,25010,Female,F,1136
,Ohio,39,2008,2008,Melanoma of the Skin,25010,Male,M,1423
,Ohio,39,2008,2008,Myeloma,34000,Female,F,380
,Ohio,39,2008,2008,Myeloma,34000,Male,M,430
,Ohio,39,2008,2008,Non-Hodgkin Lymphoma,33041-33042,Female,F,1138
,Ohio,39,2008,2008,Non-Hodgkin Lymphoma,33041-33042,Male,M,1350
,Ohio,39,2008,2008,Oral Cavity and Pharynx,20010-20100,Female,F,472
,Ohio,39,2008,2008,Oral Cavity and Pharynx,20010-20100,Male,M,1006
,Ohio,39,2008,2008,Ovary,27040,Female,F,895
,Ohio,39,2008,2008,Pancreas,21100,Female,F,852
,Ohio,39,2008,2008,Pancreas,21100,Male,M,835
,Ohio,39,2008,2008,Prostate,28010,Male,M,8665
,Ohio,39,2008,2008,Stomach,21020,Female,F,305
,Ohio,39,2008,2008,Stomach,21020,Male,M,497
,Ohio,39,2008,2008,Thyroid,32010,Female,F,1064
,Ohio,39,2008,2008,Thyroid,32010,Male,M,333
,Ohio,39,2008,2008,Urinary Bladder invasive and in situ,29010,Female,F,749
,Ohio,39,2008,2008,Urinary Bladder invasive and in situ,29010,Male,M,2195
,Ohio,39,2009,2009,Brain and Other Nervous System,31010-31040,Female,F,427
,Ohio,39,2009,2009,Brain and Other Nervous System,31010-31040,Male,M,512
,Ohio,39,2009,2009,Breast,26000,Female,F,8848
,Ohio,39,2009,2009,Breast,26000,Male,M,67
,Ohio,39,2009,2009,Cervix Uteri,27010,Female,F,499
,Ohio,39,2009,2009,Colon and Rectum,21041-21052,Female,F,2971
,Ohio,39,2009,2009,Colon and Rectum,21041-21052,Male,M,3107
,Ohio,39,2009,2009,Corpus Uteri,27020,Female,F,1958
,Ohio,39,2009,2009,Esophagus,21010,Female,F,163
,Ohio,39,2009,2009,Esophagus,21010,Male,M,584
,Ohio,39,2009,2009,Gallbladder,21080,Female,F,108
,Ohio,39,2009,2009,Gallbladder,21080,Male,M,43
,Ohio,39,2009,2009,Kidney and Renal Pelvis,29020,Female,F,901
,Ohio,39,2009,2009,Kidney and Renal Pelvis,29020,Male,M,1349
,Ohio,39,2009,2009,Larynx,22020,Female,F,125
,Ohio,39,2009,2009,Larynx,22020,Male,M,472
,Ohio,39,2009,2009,Leukemias,35011-35043,Female,F,684
,Ohio,39,2009,2009,Leukemias,35011-35043,Male,M,932
,Ohio,39,2009,2009,Liver,21071,Female,F,181
,Ohio,39,2009,2009,Liver,21071,Male,M,529
,Ohio,39,2009,2009,Lung and Bronchus,22030,Female,F,4662
,Ohio,39,2009,2009,Lung and Bronchus,22030,Male,M,5340
,Ohio,39,2009,2009,Melanoma of the Skin,25010,Female,F,1219
,Ohio,39,2009,2009,Melanoma of the Skin,25010,Male,M,1401
,Ohio,39,2009,2009,Myeloma,34000,Female,F,342
,Ohio,39,2009,2009,Myeloma,34000,Male,M,429
,Ohio,39,2009,2009,Non-Hodgkin Lymphoma,33041-33042,Female,F,1244
,Ohio,39,2009,2009,Non-Hodgkin Lymphoma,33041-33042,Male,M,1376
,Ohio,39,2009,2009,Oral Cavity and Pharynx,20010-20100,Female,F,425
,Ohio,39,2009,2009,Oral Cavity and Pharynx,20010-20100,Male,M,932
,Ohio,39,2009,2009,Ovary,27040,Female,F,956
,Ohio,39,2009,2009,Pancreas,21100,Female,F,853
,Ohio,39,2009,2009,Pancreas,21100,Male,M,800
,Ohio,39,2009,2009,Prostate,28010,Male,M,8632
,Ohio,39,2009,2009,Stomach,21020,Female,F,284
,Ohio,39,2009,2009,Stomach,21020,Male,M,500
,Ohio,39,2009,2009,Thyroid,32010,Female,F,1177
,Ohio,39,2009,2009,Thyroid,32010,Male,M,382
,Ohio,39,2009,2009,Urinary Bladder invasive and in situ,29010,Female,F,792
,Ohio,39,2009,2009,Urinary Bladder invasive and in situ,29010,Male,M,2256
,Ohio,39,2010,2010,Brain and Other Nervous System,31010-31040,Female,F,405
,Ohio,39,2010,2010,Brain and Other Nervous System,31010-31040,Male,M,465
,Ohio,39,2010,2010,Breast,26000,Female,F,8412
,Ohio,39,2010,2010,Breast,26000,Male,M,71
,Ohio,39,2010,2010,Cervix Uteri,27010,Female,F,437
,Ohio,39,2010,2010,Colon and Rectum,21041-21052,Female,F,2722
,Ohio,39,2010,2010,Colon and Rectum,21041-21052,Male,M,2884
,Ohio,39,2010,2010,Corpus Uteri,27020,Female,F,2018
,Ohio,39,2010,2010,Esophagus,21010,Female,F,138
,Ohio,39,2010,2010,Esophagus,21010,Male,M,601
,Ohio,39,2010,2010,Gallbladder,21080,Female,F,90
,Ohio,39,2010,2010,Gallbladder,21080,Male,M,55
,Ohio,39,2010,2010,Kidney and Renal Pelvis,29020,Female,F,861
,Ohio,39,2010,2010,Kidney and Renal Pelvis,29020,Male,M,1336
,Ohio,39,2010,2010,Larynx,22020,Female,F,138
,Ohio,39,2010,2010,Larynx,22020,Male,M,450
,Ohio,39,2010,2010,Leukemias,35011-35043,Female,F,655
,Ohio,39,2010,2010,Leukemias,35011-35043,Male,M,892
,Ohio,39,2010,2010,Liver,21071,Female,F,201
,Ohio,39,2010,2010,Liver,21071,Male,M,568
,Ohio,39,2010,2010,Lung and Bronchus,22030,Female,F,4489
,Ohio,39,2010,2010,Lung and Bronchus,22030,Male,M,5278
,Ohio,39,2010,2010,Melanoma of the Skin,25010,Female,F,1105
,Ohio,39,2010,2010,Melanoma of the Skin,25010,Male,M,1364
,Ohio,39,2010,2010,Myeloma,34000,Female,F,416
,Ohio,39,2010,2010,Myeloma,34000,Male,M,453
,Ohio,39,2010,2010,Non-Hodgkin Lymphoma,33041-33042,Female,F,1182
,Ohio,39,2010,2010,Non-Hodgkin Lymphoma,33041-33042,Male,M,1396
,Ohio,39,2010,2010,Oral Cavity and Pharynx,20010-20100,Female,F,413
,Ohio,39,2010,2010,Oral Cavity and Pharynx,20010-20100,Male,M,1061
,Ohio,39,2010,2010,Ovary,27040,Female,F,839
,Ohio,39,2010,2010,Pancreas,21100,Female,F,852
,Ohio,39,2010,2010,Pancreas,21100,Male,M,856
,Ohio,39,2010,2010,Prostate,28010,Male,M,8176
,Ohio,39,2010,2010,Stomach,21020,Female,F,307
,Ohio,39,2010,2010,Stomach,21020,Male,M,501
,Ohio,39,2010,2010,Thyroid,32010,Female,F,1289
,Ohio,39,2010,2010,Thyroid,32010,Male,M,359
,Ohio,39,2010,2010,Urinary Bladder invasive and in situ,29010,Female,F,691
,Ohio,39,2010,2010,Urinary Bladder invasive and in situ,29010,Male,M,2252
,Ohio,39,2011,2011,Brain and Other Nervous System,31010-31040,Female,F,363
,Ohio,39,2011,2011,Brain and Other Nervous System,31010-31040,Male,M,467
,Ohio,39,2011,2011,Breast,26000,Female,F,8964
,Ohio,39,2011,2011,Breast,26000,Male,M,66
,Ohio,39,2011,2011,Cervix Uteri,27010,Female,F,502
,Ohio,39,2011,2011,Colon and Rectum,21041-21052,Female,F,2737
,Ohio,39,2011,2011,Colon and Rectum,21041-21052,Male,M,2975
,Ohio,39,2011,2011,Corpus Uteri,27020,Female,F,2058
,Ohio,39,2011,2011,Esophagus,21010,Female,F,144
,Ohio,39,2011,2011,Esophagus,21010,Male,M,560
,Ohio,39,2011,2011,Gallbladder,21080,Female,F,111
,Ohio,39,2011,2011,Gallbladder,21080,Male,M,45
,Ohio,39,2011,2011,Kidney and Renal Pelvis,29020,Female,F,869
,Ohio,39,2011,2011,Kidney and Renal Pelvis,29020,Male,M,1344
,Ohio,39,2011,2011,Larynx,22020,Female,F,154
,Ohio,39,2011,2011,Larynx,22020,Male,M,451
,Ohio,39,2011,2011,Leukemias,35011-35043,Female,F,725
,Ohio,39,2011,2011,Leukemias,35011-35043,Male,M,943
,Ohio,39,2011,2011,Liver,21071,Female,F,175
,Ohio,39,2011,2011,Liver,21071,Male,M,585
,Ohio,39,2011,2011,Lung and Bronchus,22030,Female,F,4510
,Ohio,39,2011,2011,Lung and Bronchus,22030,Male,M,5317
,Ohio,39,2011,2011,Melanoma of the Skin,25010,Female,F,1152
,Ohio,39,2011,2011,Melanoma of the Skin,25010,Male,M,1461
,Ohio,39,2011,2011,Myeloma,34000,Female,F,395
,Ohio,39,2011,2011,Myeloma,34000,Male,M,447
,Ohio,39,2011,2011,Non-Hodgkin Lymphoma,33041-33042,Female,F,1144
,Ohio,39,2011,2011,Non-Hodgkin Lymphoma,33041-33042,Male,M,1359
,Ohio,39,2011,2011,Oral Cavity and Pharynx,20010-20100,Female,F,441
,Ohio,39,2011,2011,Oral Cavity and Pharynx,20010-20100,Male,M,1115
,Ohio,39,2011,2011,Ovary,27040,Female,F,849
,Ohio,39,2011,2011,Pancreas,21100,Female,F,838
,Ohio,39,2011,2011,Pancreas,21100,Male,M,816
,Ohio,39,2011,2011,Prostate,28010,Male,M,8649
,Ohio,39,2011,2011,Stomach,21020,Female,F,296
,Ohio,39,2011,2011,Stomach,21020,Male,M,556
,Ohio,39,2011,2011,Thyroid,32010,Female,F,1325
,Ohio,39,2011,2011,Thyroid,32010,Male,M,408
,Ohio,39,2011,2011,Urinary Bladder invasive and in situ,29010,Female,F,710
,Ohio,39,2011,2011,Urinary Bladder invasive and in situ,29010,Male,M,2197
,Ohio,39,2012,2012,Brain and Other Nervous System,31010-31040,Female,F,360
,Ohio,39,2012,2012,Brain and Other Nervous System,31010-31040,Male,M,501
,Ohio,39,2012,2012,Breast,26000,Female,F,8940
,Ohio,39,2012,2012,Breast,26000,Male,M,81
,Ohio,39,2012,2012,Cervix Uteri,27010,Female,F,421
,Ohio,39,2012,2012,Colon and Rectum,21041-21052,Female,F,2706
,Ohio,39,2012,2012,Colon and Rectum,21041-21052,Male,M,2903
,Ohio,39,2012,2012,Corpus Uteri,27020,Female,F,2026
,Ohio,39,2012,2012,Esophagus,21010,Female,F,160
,Ohio,39,2012,2012,Esophagus,21010,Male,M,579
,Ohio,39,2012,2012,Gallbladder,21080,Female,F,103
,Ohio,39,2012,2012,Gallbladder,21080,Male,M,40
,Ohio,39,2012,2012,Kidney and Renal Pelvis,29020,Female,F,858
,Ohio,39,2012,2012,Kidney and Renal Pelvis,29020,Male,M,1361
,Ohio,39,2012,2012,Larynx,22020,Female,F,130
,Ohio,39,2012,2012,Larynx,22020,Male,M,393
,Ohio,39,2012,2012,Leukemias,35011-35043,Female,F,698
,Ohio,39,2012,2012,Leukemias,35011-35043,Male,M,957
,Ohio,39,2012,2012,Liver,21071,Female,F,223
,Ohio,39,2012,2012,Liver,21071,Male,M,629
,Ohio,39,2012,2012,Lung and Bronchus,22030,Female,F,4509
,Ohio,39,2012,2012,Lung and Bronchus,22030,Male,M,5186
,Ohio,39,2012,2012,Melanoma of the Skin,25010,Female,F,1098
,Ohio,39,2012,2012,Melanoma of the Skin,25010,Male,M,1449
,Ohio,39,2012,2012,Myeloma,34000,Female,F,382
,Ohio,39,2012,2012,Myeloma,34000,Male,M,436
,Ohio,39,2012,2012,Non-Hodgkin Lymphoma,33041-33042,Female,F,1162
,Ohio,39,2012,2012,Non-Hodgkin Lymphoma,33041-33042,Male,M,1387
,Ohio,39,2012,2012,Oral Cavity and Pharynx,20010-20100,Female,F,441
,Ohio,39,2012,2012,Oral Cavity and Pharynx,20010-20100,Male,M,1137
,Ohio,39,2012,2012,Ovary,27040,Female,F,881
,Ohio,39,2012,2012,Pancreas,21100,Female,F,898
,Ohio,39,2012,2012,Pancreas,21100,Male,M,906
,Ohio,39,2012,2012,Prostate,28010,Male,M,7309
,Ohio,39,2012,2012,Stomach,21020,Female,F,327
,Ohio,39,2012,2012,Stomach,21020,Male,M,564
,Ohio,39,2012,2012,Thyroid,32010,Female,F,1352
,Ohio,39,2012,2012,Thyroid,32010,Male,M,379
,Ohio,39,2012,2012,Urinary Bladder invasive and in situ,29010,Female,F,720
,Ohio,39,2012,2012,Urinary Bladder invasive and in situ,29010,Male,M,2381
,Ohio,39,2013,2013,Brain and Other Nervous System,31010-31040,Female,F,430
,Ohio,39,2013,2013,Brain and Other Nervous System,31010-31040,Male,M,558
,Ohio,39,2013,2013,Breast,26000,Female,F,9300
,Ohio,39,2013,2013,Breast,26000,Male,M,65
,Ohio,39,2013,2013,Cervix Uteri,27010,Female,F,464
,Ohio,39,2013,2013,Colon and Rectum,21041-21052,Female,F,2745
,Ohio,39,2013,2013,Colon and Rectum,21041-21052,Male,M,2987
,Ohio,39,2013,2013,Corpus Uteri,27020,Female,F,2160
,Ohio,39,2013,2013,Esophagus,21010,Female,F,139
,Ohio,39,2013,2013,Esophagus,21010,Male,M,593
,Ohio,39,2013,2013,Gallbladder,21080,Female,F,91
,Ohio,39,2013,2013,Gallbladder,21080,Male,M,43
,Ohio,39,2013,2013,Kidney and Renal Pelvis,29020,Female,F,878
,Ohio,39,2013,2013,Kidney and Renal Pelvis,29020,Male,M,1504
,Ohio,39,2013,2013,Larynx,22020,Female,F,151
,Ohio,39,2013,2013,Larynx,22020,Male,M,494
,Ohio,39,2013,2013,Leukemias,35011-35043,Female,F,734
